px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	meas_type	NIS
4.41111	-10.2719	2.58383	1.49063	-0.977522	4.44086	-10.2469	4.45	-10.25	0	2.72391	L	0.0926357
4.43268	-10.1328	2.57946	1.43256	-0.981968	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	R	0.131941
4.48204	-9.98048	2.60291	1.35893	-1.00067	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	L	0.337363
4.5213	-9.83479	2.61567	1.29959	-1.00461	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	R	0.203477
4.58706	-9.68283	2.64842	1.22746	-1.02035	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	L	0.315881
4.64688	-9.54578	2.65752	1.1672	-1.02381	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	R	0.154229
4.74048	-9.39944	2.70017	1.08946	-1.0437	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	L	0.5181
4.78451	-9.25087	2.77583	1.0731	-0.987701	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	R	2.36034
4.88525	-9.09991	2.82772	1.00548	-0.999338	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	L	0.408122
5.00053	-8.98304	2.80301	0.918068	-1.04114	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	R	0.992338
5.10878	-8.85778	2.82394	0.855289	-1.04588	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	L	0.065043
5.17635	-8.72652	2.84067	0.845603	-0.980051	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	R	2.35398
5.29981	-8.59685	2.88614	0.786898	-0.983538	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	L	0.240193
5.37649	-8.47112	2.88224	0.778585	-0.919937	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	R	2.15683
5.48493	-8.36416	2.87134	0.731047	-0.917454	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	L	0.0305631
5.51825	-8.24295	2.83024	0.777605	-0.781434	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	R	11.6766
5.62976	-8.12702	2.86939	0.741225	-0.778132	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	L	0.26365
5.74202	-8.01036	2.88038	0.709956	-0.762795	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	R	0.455896
5.86269	-7.89869	2.89357	0.672809	-0.758258	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	L	0.138669
5.98393	-7.79505	2.89521	0.638869	-0.747763	5.9537	-7.7033	6	-7.75	2.72961	1.81974	R	0.158592
6.1229	-7.69238	2.92346	0.598607	-0.746483	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	L	0.0835589
6.20604	-7.59302	2.86469	0.608413	-0.673176	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	R	3.59466
6.33189	-7.49701	2.89576	0.579352	-0.668356	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	L	0.178547
6.43	-7.39264	2.83467	0.585917	-0.601206	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	R	3.15625
6.5615	-7.29789	2.84818	0.557606	-0.596629	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	L	0.10009
6.65601	-7.21176	2.79155	0.56022	-0.544456	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	R	2.18598
6.77631	-7.1169	2.81915	0.543115	-0.534693	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	L	0.427797
6.8925	-7.04116	2.81337	0.521184	-0.528866	6.81357	-6.96259	6.85	-7	1.99752	0.998765	R	0.157349
7.00394	-6.96815	2.79997	0.499806	-0.524669	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	L	0.207423
7.1188	-6.88464	2.7569	0.491561	-0.494677	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	R	0.972639
7.257	-6.80138	2.77763	0.470321	-0.488676	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	L	0.11941
7.33683	-6.71705	2.66172	0.493072	-0.415843	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	R	4.82197
7.45538	-6.6326	2.68641	0.483936	-0.404484	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	L	0.42488
7.57133	-6.567	2.67706	0.469687	-0.395409	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	R	0.0811633
7.68703	-6.49511	2.68278	0.457428	-0.38836	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	L	0.206904
7.8425	-6.44671	2.7954	0.404164	-0.443612	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	R	3.68793
7.97147	-6.38178	2.80634	0.388227	-0.437514	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	L	0.107828
8.03919	-6.30033	2.54433	0.433774	-0.326354	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	R	14.7557
8.16927	-6.21972	2.56948	0.428345	-0.313928	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	L	0.357304
8.2464	-6.1349	2.40788	0.4621	-0.238064	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	R	6.84578
8.3687	-6.04792	2.43977	0.465181	-0.222153	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	L	0.537286
8.52241	-5.9941	2.56684	0.423302	-0.271004	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	R	3.79364
8.65569	-5.91288	2.59569	0.422056	-0.257557	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	L	0.342312
8.78011	-5.84457	2.58889	0.417064	-0.247248	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	R	0.442415
8.92571	-5.75356	2.64351	0.421495	-0.229032	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	L	0.577265
9.00138	-5.67311	2.4877	0.459393	-0.156751	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	R	5.68141
9.12925	-5.57538	2.55173	0.474976	-0.13335	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	L	0.932103
9.23942	-5.49891	2.50165	0.487617	-0.104735	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	R	0.858901
9.36329	-5.41055	2.52756	0.496279	-0.0908022	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	L	0.334365
9.41029	-5.30529	2.27019	0.572861	0.0287357	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	R	15.7433
9.53161	-5.19249	2.33895	0.598731	0.0525219	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	L	0.934346
9.62673	-5.10157	2.31401	0.623111	0.080409	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	R	0.877935
9.74365	-4.97683	2.38768	0.655027	0.106786	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	L	1.16987
9.8498	-4.88889	2.38668	0.66922	0.118964	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	R	0.419776
9.96054	-4.76818	2.44264	0.696942	0.139003	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	L	0.696886
10.0507	-4.67824	2.44674	0.712992	0.148939	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	R	0.315214
10.153	-4.55462	2.51272	0.742733	0.169929	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	L	0.856887
10.2277	-4.43683	2.45816	0.791781	0.223476	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	R	2.28118
10.3317	-4.29282	2.53156	0.827522	0.245431	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	L	0.967426
10.4396	-4.19	2.57932	0.823408	0.217203	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	R	1.09943
10.545	-4.04483	2.64752	0.853529	0.234154	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	L	0.668962
10.6498	-3.93344	2.67746	0.856599	0.218644	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	R	0.302311
10.7486	-3.8001	2.71209	0.878274	0.227596	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	L	0.184694
10.849	-3.68191	2.72583	0.888905	0.22506	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	R	0.104812
10.9476	-3.53174	2.78029	0.915185	0.238028	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	L	0.414667
10.9915	-3.38575	2.68156	0.993	0.33294	11.1095	-3.32648	11	-3.3	0.908632	2.72588	R	6.73458
11.0695	-3.23286	2.72375	1.02468	0.345264	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	L	0.359089
11.1151	-3.08451	2.69229	1.082	0.398377	10.9851	-2.95299	11.1	-3	0.909905	2.72971	R	2.03174
11.1809	-2.92596	2.7339	1.11595	0.409395	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	L	0.327307
11.1712	-2.75315	2.65967	1.2329	0.546906	11.0233	-2.67356	11.15	-2.7	0	2.72847	R	12.2346
11.2043	-2.60029	2.67201	1.27415	0.556826	11.1324	-2.55807	11.15	-2.55	0	2.72844	L	0.377792
11.2102	-2.43437	2.67319	1.35777	0.63643	11.2541	-2.42353	11.15	-2.4	0	2.72732	R	4.07527
11.2253	-2.28503	2.67236	1.40094	0.64368	11.1569	-2.2658	11.15	-2.25	0	2.72732	L	0.269382
11.3206	-2.18564	2.63125	1.32753	0.477939	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	R	17.7827
11.3548	-2.01599	2.68572	1.35997	0.482823	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	L	0.312753
11.3029	-1.847	2.65525	1.49377	0.644834	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	R	17.0723
11.3004	-1.68497	2.68049	1.53835	0.652734	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	L	0.314869
11.3017	-1.53508	2.68613	1.57686	0.656968	11.3341	-1.51762	11.25	-1.5	0	2.72321	R	0.028669
11.2928	-1.37636	2.70536	1.61741	0.66061	11.2625	-1.34833	11.25	-1.35	0	2.72321	L	0.0965712
11.2379	-1.20722	2.76482	1.71448	0.753595	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	R	5.77821
11.2035	-1.05736	2.76296	1.76142	0.758546	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	L	0.122804
11.0864	-0.873039	2.91782	1.90492	0.912183	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	R	15.5827
11.0158	-0.726653	2.91084	1.96349	0.919901	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	L	0.274343
10.9531	-0.585116	2.88816	2.00896	0.909934	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	R	0.276761
10.8752	-0.442859	2.89043	2.06306	0.913525	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	L	0.0707766
10.7023	-0.280719	3.18443	2.21111	1.07213	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	R	22.14
10.5952	-0.18135	3.14004	2.27517	1.08329	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	L	0.363533
10.507	-0.0772683	3.00368	2.31382	1.04688	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	R	2.27933
10.3846	-0.010569	2.91873	2.3915	1.06939	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	L	1.15054
10.2399	0.0901655	2.99673	2.472	1.10239	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	R	1.7186
10.0989	0.123466	2.90239	2.56292	1.13566	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	L	1.8396
9.95392	0.193933	2.91218	2.63647	1.14956	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	R	0.553768
9.80275	0.20894	2.84225	2.73153	1.18371	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	L	1.53796
9.70088	0.226816	2.5742	2.79517	1.16996	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	R	5.54774
9.56713	0.238329	2.53769	2.87744	1.18944	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	L	0.478807
9.42907	0.265687	2.5703	2.94663	1.19569	9.56225	0.148577	9.4	0.15	-2.72659	0	R	0.563322
9.28403	0.252926	2.54876	3.03653	1.22071	9.25348	0.150166	9.25	0.15	-2.72658	0	L	0.681824
9.13785	0.260786	2.57375	3.10647	1.2239	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	R	0.12412
8.98685	0.25651	2.58583	-3.10415	1.22852	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	L	0.149318
8.83765	0.254847	2.65045	-3.0435	1.2221	8.94634	0.26481	8.8	0.25	-2.72783	0	R	0.535691
8.68574	0.240307	2.66341	-2.97851	1.21914	8.64483	0.254352	8.65	0.25	-2.7278	0	L	0.100251
8.5329	0.218885	2.70359	-2.91752	1.21228	8.46866	0.251128	8.5	0.25	-2.72395	0	R	0.181518
8.38464	0.198495	2.7098	-2.86353	1.19892	8.35775	0.250149	8.35	0.25	-2.72395	0	L	0.196406
8.23486	0.163452	2.7614	-2.80905	1.18623	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	R	0.343698
8.08373	0.120505	2.77309	-2.75254	1.1769	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	L	0.218859
7.86857	0.123033	3.18041	-2.77729	1.0754	7.74678	0.154598	7.85	0.15	-3.9992	0	R	19.2972
7.70916	0.0826677	3.18836	-2.73937	1.05876	7.63715	0.143302	7.65	0.15	-3.99916	0	L	0.489579
7.61599	0.0044408	2.94838	-2.65148	1.10624	7.61982	0.157052	7.55	0.15	-1.99868	0	R	7.26861
7.48259	-0.0097811	2.91298	-2.63782	1.06431	7.43926	0.160393	7.45	0.15	-1.99866	0	L	1.82577
7.32796	-0.054775	2.96924	-2.61525	1.02266	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	R	1.6307
7.18793	-0.0921224	2.92757	-2.59165	0.990137	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	L	1.17096
7.07778	-0.174651	2.81196	-2.52484	1.01078	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	R	1.8878
6.95536	-0.235801	2.7777	-2.48924	0.991048	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	L	0.496758
6.85326	-0.32718	2.70731	-2.42615	1.00577	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	R	0.760401
6.74822	-0.407463	2.67715	-2.38196	0.994941	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	L	0.222749
6.64382	-0.497326	2.67847	-2.33984	0.979142	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	R	0.356495
6.54872	-0.592683	2.65548	-2.29212	0.973281	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	L	0.102669
6.46391	-0.713601	2.65221	-2.22915	0.984191	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	R	0.309352
6.37371	-0.858306	2.69914	-2.16255	0.996125	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	L	0.423504
6.3732	-1.06205	2.62931	-1.98158	1.17977	6.35624	-1.10001	6.35	-1.1	0	-2.99522	R	19.6462
6.32944	-1.19864	2.64938	-1.91378	1.18797	6.36321	-1.25111	6.35	-1.25	0	-2.99519	L	0.214411
6.30635	-1.38096	2.69981	-1.79802	1.25906	6.30992	-1.40686	6.35	-1.4	0	-2.72817	R	2.61517
6.29017	-1.53168	2.69972	-1.72107	1.26651	6.35537	-1.55723	6.35	-1.55	0	-2.72817	L	0.258954
6.29117	-1.69596	2.72794	-1.62855	1.29707	6.50996	-1.74616	6.35	-1.7	0	-2.72628	R	0.975903
6.2992	-1.84248	2.71407	-1.55165	1.30296	6.35448	-1.83673	6.35	-1.85	0	-2.72628	L	0.16603
6.2957	-1.96598	2.6333	-1.50536	1.26347	6.38849	-2.02257	6.35	-2	0	-2.73154	R	1.47619
6.31634	-2.11449	2.64064	-1.43186	1.26699	6.35078	-2.13767	6.35	-2.15	0	-2.73152	L	0.0912757
6.31767	-2.22073	2.54245	-1.39706	1.22277	6.28921	-2.27735	6.35	-2.3	0	-2.99503	R	2.04475
6.33932	-2.36406	2.58168	-1.33896	1.2174	6.33355	-2.43768	6.35	-2.45	0	-2.99503	L	0.305027
6.38238	-2.52889	2.68467	-1.26154	1.23635	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	R	1.11033
6.43359	-2.68455	2.71825	-1.19484	1.23309	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	L	0.288596
6.48361	-2.82547	2.71231	-1.13521	1.22232	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	R	0.213533
6.54808	-2.97145	2.73586	-1.07269	1.21619	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	L	0.130566
6.5951	-3.08099	2.55076	-1.03055	1.17437	6.70928	-3.32749	6.55	-3.25	0	-3.63617	R	5.4989
6.63949	-3.25747	2.63973	-1.00413	1.1318	6.54763	-3.45513	6.55	-3.45	0	-3.63613	L	2.75492
6.69796	-3.39372	2.62863	-0.963537	1.10647	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	R	1.37767
6.74964	-3.56385	2.69629	-0.943912	1.06234	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	L	2.382
6.81772	-3.68818	2.64335	-0.903991	1.03933	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	R	1.17063
6.894	-3.83224	2.68044	-0.870428	1.0142	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	L	0.744701
6.99617	-3.97383	2.75638	-0.825533	1.00315	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	R	1.78321
7.0627	-4.14399	2.80973	-0.820985	0.950706	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	L	2.72529
7.11818	-4.23577	2.54472	-0.793722	0.915941	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	R	7.77924
7.17705	-4.39035	2.58045	-0.793899	0.864447	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	L	2.43376
7.26442	-4.51299	2.59471	-0.766136	0.844115	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	R	1.13189
7.31272	-4.67044	2.61341	-0.780628	0.783358	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	L	3.41092
7.42911	-4.8162	2.8134	-0.753407	0.771622	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	R	4.08127
7.49262	-4.98263	2.83382	-0.770326	0.712164	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	L	2.9876
7.56149	-5.08721	2.73804	-0.757473	0.687192	7.32687	-5.26205	7.4	-5.3	0.999994	-3	R	2.15329
7.60882	-5.25264	2.76409	-0.788798	0.621135	7.46174	-5.44979	7.45	-5.45	0.999999	-3	L	3.68026
7.68928	-5.364	2.68731	-0.7727	0.601456	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	R	1.39613
7.75877	-5.51768	2.70547	-0.786289	0.554623	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	L	1.76152
7.83922	-5.62568	2.60087	-0.772705	0.535437	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	R	1.92361
7.89116	-5.79027	2.61894	-0.804304	0.474585	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	L	2.91878
7.97486	-5.90073	2.59073	-0.791596	0.460818	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	R	0.605265
8.04148	-6.04454	2.60269	-0.806879	0.420517	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	L	1.26742
8.16531	-6.1814	2.87901	-0.788497	0.422431	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	R	7.25409
8.23403	-6.32794	2.8936	-0.808383	0.381577	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	L	1.3168
8.2966	-6.42078	2.62212	-0.805118	0.359165	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	R	7.67816
8.35946	-6.56268	2.62596	-0.82484	0.319968	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	L	1.17527
8.44282	-6.67426	2.61217	-0.818496	0.308701	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	R	0.630606
8.49186	-6.83035	2.6188	-0.853924	0.256928	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	L	2.02042
8.61238	-6.97484	2.81507	-0.842455	0.257468	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	R	3.64055
8.66947	-7.13862	2.82397	-0.877346	0.209092	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	L	1.69523
8.75909	-7.26112	2.79662	-0.873781	0.200605	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	R	0.24144
8.83	-7.399	2.79347	-0.887627	0.176104	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	L	0.492922
8.91505	-7.51525	2.83929	-0.883422	0.172655	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	R	0.815997
8.96313	-7.66602	2.84754	-0.917042	0.130971	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	L	1.28483
9.01807	-7.77403	2.67144	-0.927914	0.109187	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	R	3.37744
9.05855	-7.94566	2.69315	-0.973059	0.0588716	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	L	1.80522
9.10217	-8.05182	2.50926	-0.989463	0.0345469	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	R	3.44877
9.138	-8.19382	2.50834	-1.02155	0.00132654	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	L	0.965465
9.2043	-8.31732	2.52533	-1.02659	-0.00310854	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	R	0.267968
9.24441	-8.46635	2.53899	-1.05808	-0.033526	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	L	0.69828
9.33445	-8.61208	2.73834	-1.04914	-0.0160616	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	R	4.73651
9.38849	-8.77316	2.7633	-1.07521	-0.0404923	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	L	0.504435
9.45442	-8.90753	2.7471	-1.08214	-0.0457776	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	R	0.0769574
9.49981	-9.07469	2.77581	-1.11337	-0.0736713	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	L	0.618707
9.56019	-9.20868	2.79762	-1.12056	-0.0765613	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	R	0.21605
9.60081	-9.3657	2.82756	-1.14839	-0.0999052	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	L	0.514875
9.62507	-9.48453	2.60988	-1.18053	-0.136087	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	R	5.44742
9.66739	-9.63171	2.62403	-1.20034	-0.148059	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	L	0.118777
9.69795	-9.75383	2.51739	-1.22286	-0.167042	9.63311	-9.79216	9.65	-9.8	0	-2.73054	R	1.2594
9.71646	-9.90809	2.53805	-1.25762	-0.191713	9.64842	-9.95866	9.65	-9.95	0	-2.73053	L	0.457983
9.77289	-10.0468	2.68325	-1.25211	-0.169029	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	R	2.88097
9.7946	-10.1955	2.70562	-1.27987	-0.187606	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	L	0.293398
9.84096	-10.3446	2.75108	-1.28609	-0.180959	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	R	0.279646
9.87432	-10.5021	2.76695	-1.305	-0.189613	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	L	0.0875401
9.88929	-10.633	2.63797	-1.33556	-0.217063	9.8617	-10.6917	9.85	-10.7	0	-2.72718	R	1.99662
9.8978	-10.7981	2.66694	-1.36979	-0.238515	9.84674	-10.8547	9.85	-10.85	0	-2.72715	L	0.374134
9.9044	-10.9277	2.57645	-1.39969	-0.26033	9.75887	-10.887	9.85	-11	0	-2.72395	R	1.10538
9.9062	-11.0897	2.6061	-1.43339	-0.27887	9.86442	-11.1448	9.85	-11.15	0	-2.72395	L	0.306502
9.92131	-11.2339	2.60489	-1.45199	-0.282506	9.87245	-11.316	9.85	-11.3	0	-2.73074	R	0.0572834
9.91039	-11.3982	2.63591	-1.48992	-0.303865	9.85036	-11.4464	9.85	-11.45	0	-2.73075	L	0.382214
9.91982	-11.5471	2.63673	-1.50904	-0.306922	9.93142	-11.6783	9.85	-11.6	0	-2.72396	R	0.170049
9.90036	-11.7082	2.66091	-1.54689	-0.326813	9.83174	-11.7336	9.85	-11.75	0	-2.72396	L	0.338631
9.88763	-11.8331	2.60524	-1.57794	-0.346361	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	R	0.537825
9.84667	-11.9916	2.65243	-1.62557	-0.375103	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	L	0.777774
9.75246	-12.0806	2.29005	-1.74253	-0.508511	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	R	23.5841
9.68405	-12.2226	2.32712	-1.80285	-0.538872	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	L	1.00772
9.64159	-12.3463	2.3159	-1.84312	-0.551557	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	R	0.265549
9.53406	-12.5058	2.40137	-1.92406	-0.5985	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	L	2.46678
9.43438	-12.592	2.26234	-2.0274	-0.697172	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	R	7.92898
9.32606	-12.7191	2.33585	-2.10025	-0.731768	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	L	1.64563
9.2295	-12.8179	2.29618	-2.17938	-0.783307	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	R	1.80775
9.10549	-12.9373	2.36222	-2.25346	-0.811006	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	L	1.27636
8.92768	-13.0051	2.29183	-2.43351	-0.994572	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	R	20.5683
8.78857	-13.0874	2.33894	-2.51343	-1.01686	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	L	1.12447
8.67875	-13.1493	2.34754	-2.57793	-1.03305	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	R	0.407303
8.5193	-13.2285	2.4497	-2.65601	-1.05401	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	L	1.84331
8.30836	-13.2471	2.56837	-2.84054	-1.23194	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	R	17.9795
8.18512	-13.2583	2.53759	-2.91238	-1.24242	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	L	0.682615
8.06768	-13.2863	2.48384	-2.96063	-1.21297	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	R	0.866093
7.91642	-13.3006	2.50517	-3.03615	-1.22003	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	L	0.336236
7.72677	-13.2863	2.64474	3.12678	-1.29229	7.57824	-13.1345	7.65	-13.25	-3.62957	0	R	4.48286
7.55216	-13.2788	2.69694	3.04911	-1.29555	7.45422	-13.2433	7.45	-13.25	-3.62953	0	L	0.610677
7.4248	-13.2702	2.62023	2.99725	-1.2663	7.33241	-13.2718	7.3	-13.25	-2.7301	0	R	0.984607
7.24636	-13.251	2.69107	2.92892	-1.26138	7.13166	-13.2372	7.15	-13.25	-2.73007	0	L	0.778273
7.12029	-13.2254	2.60298	2.87595	-1.23429	6.97467	-13.1643	7	-13.25	-2.72703	0	R	1.37893
